Mot,EchelonDB,Nature,Categorie,Classe,Niveau
robe,14,nom feminin,nom,CE2,3
groupe,14,nom masculin,nom,CE2,3
hier,14,adverbe,autres,CE2,3
hiver,14,nom masculin,nom,CE2,3
inconnu,14,nom masculin,nom,CE2,3
industrie,14,nom feminin,nom,CE2,3
inspecteur,14,nom masculin,nom,CE2,3
instituteur,14,nom masculin,nom,CE2,3
intervenir,14,verbe 3eme groupe,verbe,CE2,3
jeune,14,adjectif qualificatif,adjectif,CE2,3
vomir,14,verbe 2eme groupe,verbe,CE2,3
joujou,14,nom masculin,nom,CE2,3
laboureur,14,nom masculin,nom,CE2,3
laine,14,nom feminin,nom,CE2,3
leçon,14,nom feminin,nom,CE2,3
limite,14,nom feminin,nom,CE2,3
liste,14,nom masculin,nom,CE2,3
long,14,adjectif qualificatif,adjectif,CE2,3
lys,14,nom masculin,nom,CE2,3
manger,14,verbe 1er groupe,verbe,CE2,3
mari,14,nom masculin,nom,CE2,3
marquer,14,verbe 1er groupe,verbe,CE2,3
matinal,14,adjectif qualificatif,adjectif,CE2,3
ménagerie,14,nom feminin,nom,CE2,3
menteur,14,nom masculin,nom,CE2,3
messe,14,nom feminin,nom,CE2,3
mois,14,nom masculin,nom,CE2,3
monstre,14,nom masculin,nom,CE2,3
motif,14,nom masculin,nom,CE2,3
mouvement,14,nom masculin,nom,CE2,3
multiple,14,adjectif qualificatif,adjectif,CE2,3
muraille,14,nom feminin,nom,CE2,3
naturellement,14,adverbe,autres,CE2,3
noir,14,adjectif qualificatif,adjectif,CE2,3
nombre,14,nom masculin,nom,CE2,3
nord,14,nom masculin,nom,CE2,3
nuit,14,nom feminin,nom,CE2,3
outre,14,preposition,autres,CE2,3
ouvrage,14,nom masculin,nom,CE2,3
ouvrier,14,nom masculin,nom,CE2,3
page,14,nom feminin,nom,CE2,3
paille,14,nom feminin,nom,CE2,3
paire,14,nom feminin,nom,CE2,3
partir,14,verbe 3eme groupe,verbe,CE2,3
pâte,14,nom feminin,nom,CE2,3
pays,14,nom masculin,nom,CE2,3
peau,14,nom feminin,nom,CE2,3
perte,14,nom feminin,nom,CE2,3
peuple,14,nom masculin,nom,CE2,3
plaque,14,nom feminin,nom,CE2,3
plat,14,nom masculin,nom,CE2,3
plonger,14,verbe 1er groupe,verbe,CE2,3
pointe,14,nom feminin,nom,CE2,3
politesse,14,nom feminin,nom,CE2,3
prairie,14,nom feminin,nom,CE2,3
pratiquer,14,verbe 1er groupe,verbe,CE2,3
presque,14,adverbe,autres,CE2,3
prévoir,14,verbe 3eme groupe,verbe,CE2,3
portière,14,nom feminin,nom,CE2,3
production,14,nom feminin,nom,CE2,3
protecteur,14,nom masculin,nom,CE2,3
pur,14,adjectif qualificatif,adjectif,CE2,3
rame,14,nom feminin,nom,CE2,3
réduire,14,verbe 3eme groupe,verbe,CE2,3
régime,14,nom masculin,nom,CE2,3
relatif,14,adjectif qualificatif,adjectif,CE2,3
reprendre,14,verbe 3eme groupe,verbe,CE2,3
respiration,14,nom feminin,nom,CE2,3
roue,14,nom feminin,nom,CE2,3
ruelle,14,nom feminin,nom,CE2,3
sang,14,nom masculin,nom,CE2,3
savoir,14,verbe 3eme groupe,verbe,CE2,3
serviable,14,adjectif qualificatif,adjectif,CE2,3
seul,14,adjectif qualificatif,adjectif,CE2,3
si,14,conjonction,autres,CE2,3
signature,14,nom feminin,nom,CE2,3
soulagement,14,nom masculin,nom,CE2,3
souvenir,14,nom masculin,nom,CE2,3
sport,14,nom masculin,nom,CE2,3
tache,14,nom feminin,nom,CE2,3
tirelire,14,nom feminin,nom,CE2,3
titre,14,nom masculin,nom,CE2,3
tordre,14,verbe 3eme groupe,verbe,CE2,3
train,14,nom masculin,nom,CE2,3
tribunal,14,nom masculin,nom,CE2,3
tricolore,14,adjectif qualificatif,adjectif,CE2,3
union,14,nom feminin,nom,CE2,3
utilité,14,nom feminin,nom,CE2,3
vendre,14,verbe 3eme groupe,verbe,CE2,3
vernir,14,verbe 2eme groupe,verbe,CE2,3
vieux,14,adjectif qualificatif,adjectif,CE2,3
violette,14,nom feminin,nom,CE2,3
voir,14,verbe 3eme groupe,verbe,CE2,3
voyageur,14,nom masculin,nom,CE2,3
cinq,15,adjectif numeral,determinant,CE2,2
ici,15,adverbe,autres,CE2,2
affaiblir,15,verbe 2eme groupe,verbe,CE2,3
agent,15,nom masculin,nom,CE2,3
aile,15,nom feminin,nom,CE2,3
air,15,nom masculin,nom,CE2,3
armée,15,nom feminin,nom,CE2,3
bain,15,nom masculin,nom,CE2,3
balcon,15,nom masculin,nom,CE2,3
besogne,15,nom feminin,nom,CE2,3
billet,15,nom masculin,nom,CE2,3
blanc,15,adjectif qualificatif,adjectif,CE2,3
bonheur,15,nom masculin,nom,CE2,3
bouquet,15,nom masculin,nom,CE2,3
bourse,15,nom feminin,nom,CE2,3
brochure,15,nom feminin,nom,CE2,3
brusque,15,adjectif qualificatif,adjectif,CE2,3
bureau,15,nom masculin,nom,CE2,3
calculer,15,verbe 1er groupe,verbe,CE2,3
camion,15,nom masculin,nom,CE2,3
capitaine,15,nom masculin,nom,CE2,3
car,15,conjonction,autres,CE2,3
carnet,15,nom masculin,nom,CE2,3
charité,15,nom feminin,nom,CE2,3
chose,15,nom feminin,nom,CE2,3
cirque,15,nom masculin,nom,CE2,3
commun,15,adjectif qualificatif,adjectif,CE2,3
compagnie,15,nom feminin,nom,CE2,3
comparer,15,verbe 1er groupe,verbe,CE2,3
confondre,15,verbe 3eme groupe,verbe,CE2,3
contribuer,15,verbe 1er groupe,verbe,CE2,3
coq,15,nom masculin,nom,CE2,3
corbeau,15,nom masculin,nom,CE2,3
corne,15,nom feminin,nom,CE2,3
course,15,nom feminin,nom,CE2,3
coutume,15,nom feminin,nom,CE2,3
croire,15,verbe 3eme groupe,verbe,CE2,3
cuire,15,verbe 3eme groupe,verbe,CE2,3
demi,15,nom masculin,nom,CE2,3
dépenser,15,verbe 1er groupe,verbe,CE2,3
depuis,15,preposition,autres,CE2,3
destination,15,nom feminin,nom,CE2,3
devant,15,preposition,autres,CE2,3
dieu,15,nom masculin,nom,CE2,3
directement,15,adverbe,autres,CE2,3
domestique,15,adjectif qualificatif,adjectif,CE2,3
douloureux,15,adjectif qualificatif,adjectif,CE2,3
doux,15,adjectif qualificatif,adjectif,CE2,3
échapper,15,verbe 1er groupe,verbe,CE2,3
échelle,15,nom feminin,nom,CE2,3
éclat,15,nom masculin,nom,CE2,3
écluse,15,nom feminin,nom,CE2,3
encrier,15,nom masculin,nom,CE2,3
enfin,15,adverbe,autres,CE2,3
ensuite,15,adverbe,autres,CE2,3
comprendre,15,verbe 3eme groupe,verbe,CE2,3
entrevoir,15,verbe 3eme groupe,verbe,CE2,3
esprit,15,nom masculin,nom,CE2,3
éternel,15,adjectif qualificatif,adjectif,CE2,3
étoile,15,nom feminin,nom,CE2,3
étrange,15,adjectif qualificatif,adjectif,CE2,3
fauvette,15,nom feminin,nom,CE2,3
faveur,15,nom feminin,nom,CE2,3
fontaine,15,nom feminin,nom,CE2,3
forge,15,nom feminin,nom,CE2,3
four,15,nom masculin,nom,CE2,3
fournir,15,verbe 2eme groupe,verbe,CE2,3
franc,15,adjectif qualificatif,adjectif,CE2,3
frère,15,nom masculin,nom,CE2,3
fuite,15,nom feminin,nom,CE2,3
gamin,15,nom masculin,nom,CE2,3
gardien,15,nom masculin,nom,CE2,3
gare,15,nom feminin,nom,CE2,3
garnir,15,verbe 2eme groupe,verbe,CE2,3
gibier,15,nom masculin,nom,CE2,3
grandeur,15,nom feminin,nom,CE2,3
gras,15,adjectif qualificatif,adjectif,CE2,3
grenouille,15,nom feminin,nom,CE2,3
heure,15,nom feminin,nom,CE2,3
indigne,15,adjectif qualificatif,adjectif,CE2,3
inscrire,15,verbe 3eme groupe,verbe,CE2,3
instrument,15,nom masculin,nom,CE2,3
jambe,15,nom feminin,nom,CE2,3
journalier,15,adjectif qualificatif,adjectif,CE2,3
juge,15,nom masculin,nom,CE2,3
jusque,15,preposition,autres,CE2,3
justement,15,adverbe,autres,CE2,3
langue,15,nom feminin,nom,CE2,3
lever,15,verbe 1er groupe,verbe,CE2,3
liberté,15,nom feminin,nom,CE2,3
ligue,15,nom feminin,nom,CE2,3
livrer,15,verbe 1er groupe,verbe,CE2,3
locomotive,15,nom feminin,nom,CE2,3
lot,15,nom masculin,nom,CE2,3
lumière,15,nom feminin,nom,CE2,3
lutte,15,nom feminin,nom,CE2,3
mademoiselle,15,nom feminin,nom,CE2,3
mai,15,nom masculin,nom,CE2,3
mais,15,conjonction,autres,CE2,3
mer,15,nom feminin,nom,CE2,3
merveille,15,nom feminin,nom,CE2,3
métier,15,nom masculin,nom,CE2,3
miette,15,nom feminin,nom,CE2,3
migrateur,15,adjectif qualificatif,adjectif,CE2,3
mine,15,nom feminin,nom,CE2,3
minute,15,nom feminin,nom,CE2,3
sauter,15,verbe 1er groupe,verbe,CE2,3
moineau,15,nom masculin,nom,CE2,3
moment,15,nom masculin,nom,CE2,3
montagne,15,nom feminin,nom,CE2,3
montre,15,nom feminin,nom,CE2,3
mortel,15,adjectif qualificatif,adjectif,CE2,3
mouche,15,nom feminin,nom,CE2,3
mouchoir,15,nom masculin,nom,CE2,3
munir,15,verbe 2eme groupe,verbe,CE2,3
mur,15,nom masculin,nom,CE2,3
nappe,15,nom feminin,nom,CE2,3
noble,15,adjectif qualificatif,adjectif,CE2,3
une,15,adjectif indefini,determinant,CE2,3
objet,15,nom masculin,nom,CE2,3
obliger,15,verbe 1er groupe,verbe,CE2,3
oiseau,15,nom masculin,nom,CE2,3
ombrage,15,nom masculin,nom,CE2,3
onde,15,nom feminin,nom,CE2,3
oui,15,adverbe,autres,CE2,3
panier,15,nom masculin,nom,CE2,3
parcourir,15,verbe 3eme groupe,verbe,CE2,3
parole,15,nom feminin,nom,CE2,3
partout,15,adverbe,autres,CE2,3
pendant,15,preposition,autres,CE2,3
pendre,15,verbe 3eme groupe,verbe,CE2,3
perdre,15,verbe 3eme groupe,verbe,CE2,3
périr,15,verbe 2eme groupe,verbe,CE2,3
pierre,15,nom feminin,nom,CE2,3
piscine,15,nom feminin,nom,CE2,3
pitié,15,nom feminin,nom,CE2,3
plaisir,15,nom masculin,nom,CE2,3
poésie,15,nom feminin,nom,CE2,3
point,15,nom masculin,nom,CE2,3
poisson,15,nom masculin,nom,CE2,3
pompe,15,nom feminin,nom,CE2,3
postal,15,adjectif qualificatif,adjectif,CE2,3
pot,15,nom masculin,nom,CE2,3
pourquoi,15,conjonction,autres,CE2,3
pourvoir,15,verbe 3eme groupe,verbe,CE2,3
produit,15,nom masculin,nom,CE2,3
proposition,15,nom feminin,nom,CE2,3
proprement,15,adverbe,autres,CE2,3
puis,15,adverbe,autres,CE2,3
puisque,15,conjonction,autres,CE2,3
pupitre,15,nom masculin,nom,CE2,3
quelque,15,adjectif indefini,determinant,CE2,3
racine,15,nom feminin,nom,CE2,3
raison,15,nom feminin,nom,CE2,3
rarement,15,adverbe,autres,CE2,3
région,15,nom feminin,nom,CE2,3
rentrer,15,verbe 1er groupe,verbe,CE2,3
repas,15,nom masculin,nom,CE2,3
répondre,15,verbe 3eme groupe,verbe,CE2,3
réponse,15,nom feminin,nom,CE2,3
réunion,15,nom feminin,nom,CE2,3
revivre,15,verbe 3eme groupe,verbe,CE2,3
rocher,15,nom masculin,nom,CE2,3
sacré,15,adjectif qualificatif,adjectif,CE2,3
saison,15,nom feminin,nom,CE2,3
salle,15,nom feminin,nom,CE2,3
salon,15,nom masculin,nom,CE2,3
sapin,15,nom masculin,nom,CE2,3
satin,15,nom masculin,nom,CE2,3
série,15,nom feminin,nom,CE2,3
soie,15,nom feminin,nom,CE2,3
sot,15,adjectif qualificatif,adjectif,CE2,3
suave,15,adjectif qualificatif,adjectif,CE2,3
sud,15,nom masculin,nom,CE2,3
surtout,15,adverbe,autres,CE2,3
tabac,15,nom masculin,nom,CE2,3
taille,15,nom feminin,nom,CE2,3
tante,15,nom feminin,nom,CE2,3
tenir,15,verbe 3eme groupe,verbe,CE2,3
toit,15,nom masculin,nom,CE2,3
tombeau,15,nom masculin,nom,CE2,3
tomber,15,verbe 1er groupe,verbe,CE2,3
tram,15,nom masculin,nom,CE2,3
tramway,15,nom masculin,nom,CE2,3
traverser,15,verbe 1er groupe,verbe,CE2,3
trésor,15,nom masculin,nom,CE2,3
tristement,15,adverbe,autres,CE2,3
trou,15,nom masculin,nom,CE2,3
troupe,15,nom feminin,nom,CE2,3
unique,15,adjectif qualificatif,adjectif,CE2,3
utile,15,adjectif qualificatif,adjectif,CE2,3
vert,15,adjectif qualificatif,adjectif,CE2,3
vierge,15,adjectif qualificatif,adjectif,CE2,3
villa,15,nom feminin,nom,CE2,3
vitesse,15,nom feminin,nom,CE2,3
vivement,15,adverbe,autres,CE2,3
volée,15,nom feminin,nom,CE2,3
wagon,15,nom masculin,nom,CE2,3
aboutir,16,verbe 2eme groupe,verbe,CM1,4
admirable,16,adjectif qualificatif,adjectif,CM1,4
âge,16,nom masculin,nom,CM1,4
aimer,16,verbe 1er groupe,verbe,CM1,4
aliment,16,nom masculin,nom,CM1,4
allée,16,nom feminin,nom,CM1,4
ami,16,nom masculin,nom,CM1,4
amusement,16,nom masculin,nom,CM1,4
avaler,16,verbe 1er groupe,verbe,CM1,4
avenue,16,nom feminin,nom,CM1,4
avouer,16,verbe 1er groupe,verbe,CM1,4
bas,16,adjectif qualificatif,adjectif,CM1,4
basse,16,nom feminin,nom,CM1,4
bêche,16,nom feminin,nom,CM1,4
bénédiction,16,nom feminin,nom,CM1,4
berger,16,nom masculin,nom,CM1,4
boeuf,16,nom masculin,nom,CM1,4
boisson,16,nom feminin,nom,CM1,4
bonté,16,nom feminin,nom,CM1,4
bouteille,16,nom feminin,nom,CM1,4
cabane,16,nom feminin,nom,CM1,4
cacher,16,verbe 1er groupe,verbe,CM1,4
cadeau,16,nom masculin,nom,CM1,4
caisse,16,nom feminin,nom,CM1,4
calme,16,adjectif qualificatif,adjectif,CM1,4
canif,16,nom masculin,nom,CM1,4
chant,16,nom masculin,nom,CM1,4
capable,16,adjectif qualificatif,adjectif,CM1,4
cause,16,nom feminin,nom,CM1,4
chameau,16,nom masculin,nom,CM1,4
changement,16,nom masculin,nom,CM1,4
chaud,16,adjectif qualificatif,adjectif,CM1,4
chaumière,16,nom feminin,nom,CM1,4
choisir,16,verbe 2eme groupe,verbe,CM1,4
clairon,16,nom masculin,nom,CM1,4
comment,16,conjonction,autres,CM1,4
continuer,16,verbe 1er groupe,verbe,CM1,4
cortège,16,nom masculin,nom,CM1,4
côté,16,nom masculin,nom,CM1,4
cou,16,nom masculin,nom,CM1,4
couler,16,verbe 1er groupe,verbe,CM1,4
coureur,16,nom masculin,nom,CM1,4
courir,16,verbe 3eme groupe,verbe,CM1,4
crise,16,nom feminin,nom,CM1,4
cultivateur,16,nom masculin,nom,CM1,4
curé,16,nom masculin,nom,CM1,4
dangereux,16,adjectif qualificatif,adjectif,CM1,4
découvrir,16,verbe 3eme groupe,verbe,CM1,4
demoiselle,16,nom feminin,nom,CM1,4
désireux,16,adjectif qualificatif,adjectif,CM1,4
désordre,16,nom masculin,nom,CM1,4
dévouement,16,nom masculin,nom,CM1,4
digne,16,adjectif qualificatif,adjectif,CM1,4
divin,16,adjectif qualificatif,adjectif,CM1,4
dos,16,nom masculin,nom,CM1,4
drapeau,16,nom masculin,nom,CM1,4
également,16,adverbe,autres,CM1,4
électrique,16,adjectif qualificatif,adjectif,CM1,4
émouvoir,16,verbe 3eme groupe,verbe,CM1,4
enfermer,16,verbe 1er groupe,verbe,CM1,4
envie,16,nom feminin,nom,CM1,4
épaule,16,nom feminin,nom,CM1,4
époque,16,nom feminin,nom,CM1,4
espoir,16,nom masculin,nom,CM1,4
étage,16,nom masculin,nom,CM1,4
étendue,16,nom feminin,nom,CM1,4
étudiant,16,nom masculin,nom,CM1,4
explication,16,nom feminin,nom,CM1,4
farouche,16,adjectif qualificatif,adjectif,CM1,4
foulard,16,nom masculin,nom,CM1,4
fixe,16,adjectif qualificatif,adjectif,CM1,4
foire,16,nom feminin,nom,CM1,4
fonction,16,nom feminin,nom,CM1,4
garniture,16,nom feminin,nom,CM1,4
gelée,16,nom feminin,nom,CM1,4
glace,16,nom feminin,nom,CM1,4
gorge,16,nom feminin,nom,CM1,4
gratitude,16,nom feminin,nom,CM1,4
grue,16,nom feminin,nom,CM1,4
guide,16,nom masculin,nom,CM1,4
hirondelle,16,nom feminin,nom,CM1,4
huit,16,adjectif numeral,determinant,CM1,4
inférieur,16,adjectif qualificatif,adjectif,CM1,4
infirme,16,adjectif qualificatif,adjectif,CM1,4
infirmier,16,nom masculin,nom,CM1,4
injure,16,nom feminin,nom,CM1,4
intime,16,adjectif qualificatif,adjectif,CM1,4
invitation,16,nom feminin,nom,CM1,4
jamais,16,adverbe,autres,CM1,4
jardinage,16,nom masculin,nom,CM1,4
jeunesse,16,nom feminin,nom,CM1,4
jugement,16,nom masculin,nom,CM1,4
lécher,16,verbe 1er groupe,verbe,CM1,4
lèvre,16,nom feminin,nom,CM1,4
lilas,16,nom masculin,nom,CM1,4
local,16,nom masculin,nom,CM1,4
loi,16,nom feminin,nom,CM1,4
marchand,16,nom masculin,nom,CM1,4
marchandise,16,nom feminin,nom,CM1,4
marché,16,nom masculin,nom,CM1,4
marteau,16,nom masculin,nom,CM1,4
méchant,16,adjectif qualificatif,adjectif,CM1,4
mélodie,16,nom feminin,nom,CM1,4
ménage,16,nom masculin,nom,CM1,4
ménager,16,verbe 1er groupe,verbe,CM1,4
mentir,16,verbe 3eme groupe,verbe,CM1,4
menuisier,16,nom masculin,nom,CM1,4
merci,16,nom masculin,nom,CM1,4
mesure,16,nom feminin,nom,CM1,4
minuscule,16,adjectif qualificatif,adjectif,CM1,4
misère,16,nom feminin,nom,CM1,4
modèle,16,nom masculin,nom,CM1,4
modeste,16,adjectif qualificatif,adjectif,CM1,4
mont,16,nom masculin,nom,CM1,4
monter,16,verbe 1er groupe,verbe,CM1,4
morceau,16,nom masculin,nom,CM1,4
mordre,16,verbe 3eme groupe,verbe,CM1,4
mousse,16,nom feminin,nom,CM1,4
muscle,16,nom masculin,nom,CM1,4
musée,16,nom masculin,nom,CM1,4
net,16,adjectif qualificatif,adjectif,CM1,4
neuf,16,adjectif numeral,determinant,CM1,4
note,16,nom feminin,nom,CM1,4
nouveau,16,adjectif qualificatif,adjectif,CM1,4
décoration,16,nom feminin,nom,CM1,4
ours,16,nom masculin,nom,CM1,4
ouvrir,16,verbe 3eme groupe,verbe,CM1,4
guépard,16,nom masculin,nom,CM1,4
pantalon,16,nom masculin,nom,CM1,4
paquet,16,nom masculin,nom,CM1,4
parfaitement,16,adverbe,autres,CM1,4
parfum,16,nom masculin,nom,CM1,4
parler,16,verbe 1er groupe,verbe,CM1,4
part,16,nom feminin,nom,CM1,4
particulier,16,adjectif qualificatif,adjectif,CM1,4
passé,16,nom masculin,nom,CM1,4
pêcher,16,verbe 1er groupe,verbe,CM1,4
peine,16,nom feminin,nom,CM1,4
pendule,16,nom masculin,nom,CM1,4
péniblement,16,adverbe,autres,CM1,4
pensée,16,nom feminin,nom,CM1,4
perfection,16,nom feminin,nom,CM1,4
pièce,16,nom feminin,nom,CM1,4
plaie,16,nom feminin,nom,CM1,4
porc,16,nom masculin,nom,CM1,4
port,16,nom masculin,nom,CM1,4
possible,16,adjectif qualificatif,adjectif,CM1,4
poursuite,16,nom feminin,nom,CM1,4
poutre,16,nom feminin,nom,CM1,4
préparation,16,nom feminin,nom,CM1,4
prévenir,16,verbe 3eme groupe,verbe,CM1,4
prise,16,nom feminin,nom,CM1,4
prix,16,nom masculin,nom,CM1,4
prochain,16,adjectif qualificatif,adjectif,CM1,4
promeneur,16,nom masculin,nom,CM1,4
promesse,16,nom feminin,nom,CM1,4
quarante,16,adjectif numeral,determinant,CM1,4
il,16,pronom,pronom,CM1,4
raisin,16,nom masculin,nom,CM1,4
rapide,16,adjectif qualificatif,adjectif,CM1,4
rapidement,16,adverbe,autres,CM1,4
récréation,16,nom feminin,nom,CM1,4
reculer,16,verbe 1er groupe,verbe,CM1,4
réfléchir,16,verbe 2eme groupe,verbe,CM1,4
refuge,16,nom masculin,nom,CM1,4
relativement,16,adverbe,autres,CM1,4
remettre,16,verbe 3eme groupe,verbe,CM1,4
renouveau,16,nom masculin,nom,CM1,4
représentation,16,nom feminin,nom,CM1,4
réserve,16,nom feminin,nom,CM1,4
retrouver,16,verbe 1er groupe,verbe,CM1,4
jument,16,nom feminin,nom,CM1,4
romain,16,adjectif qualificatif,adjectif,CM1,4
ronger,16,verbe 1er groupe,verbe,CM1,4
rougir,16,verbe 2eme groupe,verbe,CM1,4
rustique,16,adjectif qualificatif,adjectif,CM1,4
sagement,16,adverbe,autres,CM1,4
sauver,16,verbe 1er groupe,verbe,CM1,4
secourir,16,verbe 3eme groupe,verbe,CM1,4
septembre,16,nom masculin,nom,CM1,4
servir,16,verbe 3eme groupe,verbe,CM1,4
s'évanouir,16,verbe 2eme groupe,verbe,CM1,4
silence,16,nom masculin,nom,CM1,4
simple,16,adjectif qualificatif,adjectif,CM1,4
soif,16,nom feminin,nom,CM1,4
soirée,16,nom feminin,nom,CM1,4
somme,16,nom feminin,nom,CM1,4
songer,16,verbe 1er groupe,verbe,CM1,4
sonner,16,verbe 1er groupe,verbe,CM1,4
sonore,16,adjectif qualificatif,adjectif,CM1,4
souper,16,verbe 1er groupe,verbe,CM1,4
spectacle,16,nom masculin,nom,CM1,4
suivant,16,adjectif qualificatif,adjectif,CM1,4
sujet,16,nom masculin,nom,CM1,4
surface,16,nom feminin,nom,CM1,4
jaguar,16,nom masculin,nom,CM1,4
tapis,16,nom masculin,nom,CM1,4
tel,16,adjectif qualificatif,adjectif,CM1,4
tendrement,16,adverbe,autres,CM1,4
tente,16,nom feminin,nom,CM1,4
travail,16,nom masculin,nom,CM1,4
travailler,16,verbe 1er groupe,verbe,CM1,4
travailleur,16,nom masculin,nom,CM1,4
cheval,16,nom masculin,nom,CM1,4
vague,16,nom feminin,nom,CM1,4
gilet,16,nom masculin,nom,CM1,4
viande,16,nom feminin,nom,CM1,4
voile,16,nom feminin,nom,CM1,4
volonté,16,nom feminin,nom,CM1,4
voltiger,16,verbe 1er groupe,verbe,CM1,4
voyage,16,nom masculin,nom,CM1,4
yeux,16,nom masculin,nom,CM1,4
acheter,17,verbe 1er groupe,verbe,CM1,4
actif,17,adjectif qualificatif,adjectif,CM1,4
pyjama,17,nom masculin,nom,CM1,4
agréablement,17,adverbe,autres,CM1,4
aide,17,nom feminin,nom,CM1,4
ajouter,17,verbe 1er groupe,verbe,CM1,4
aller,17,verbe 3eme groupe,verbe,CM1,4
approcher,17,verbe 1er groupe,verbe,CM1,4
après,17,preposition,autres,CM1,4
la,17,adjectif indefini,determinant,CM1,4
auteur,17,nom masculin,nom,CM1,4
averse,17,nom feminin,nom,CM1,4
avis,17,nom masculin,nom,CM1,4
bavarder,17,verbe 1er groupe,verbe,CM1,4
bête,17,nom feminin,nom,CM1,4
beurre,17,nom masculin,nom,CM1,4
bientôt,17,adverbe,autres,CM1,4
bonbon,17,nom masculin,nom,CM1,4
bougie,17,nom feminin,nom,CM1,4
brebis,17,nom feminin,nom,CM1,4
bref,17,adjectif qualificatif,adjectif,CM1,4
briser,17,verbe 1er groupe,verbe,CM1,4
bruit,17,nom masculin,nom,CM1,4
brun,17,adjectif qualificatif,adjectif,CM1,4
brutal,17,adjectif qualificatif,adjectif,CM1,4
capital,17,nom masculin,nom,CM1,4
carré,17,adjectif qualificatif,adjectif,CM1,4
cartable,17,nom masculin,nom,CM1,4
centime,17,nom masculin,nom,CM1,4
cercle,17,nom masculin,nom,CM1,4
chagrin,17,nom masculin,nom,CM1,4
chaise,17,nom feminin,nom,CM1,4
chanter,17,verbe 1er groupe,verbe,CM1,4
charmer,17,verbe 1er groupe,verbe,CM1,4
pull,17,nom masculin,nom,CM1,4
cher,17,adjectif qualificatif,adjectif,CM1,4
chute,17,nom feminin,nom,CM1,4
client,17,nom masculin,nom,CM1,4
clocher,17,nom masculin,nom,CM1,4
colorer,17,verbe 1er groupe,verbe,CM1,4
comprendre,17,verbe 3eme groupe,verbe,CM1,4
salopette,17,nom feminin,nom,CM1,4
construction,17,nom feminin,nom,CM1,4
conte,17,nom masculin,nom,CM1,4
continuellement,17,adverbe,autres,CM1,4
conversation,17,nom feminin,nom,CM1,4
copier,17,verbe 1er groupe,verbe,CM1,4
coucher,17,verbe 1er groupe,verbe,CM1,4
courageusement,17,adverbe,autres,CM1,4
crépuscule,17,nom masculin,nom,CM1,4
cristal,17,nom masculin,nom,CM1,4
danger,17,nom masculin,nom,CM1,4
d'après,17,preposition,autres,CM1,4
début,17,nom masculin,nom,CM1,4
dedans,17,adverbe,autres,CM1,4
démarche,17,nom feminin,nom,CM1,4
peindre,17,verbe 3eme groupe,verbe,CM1,4
déplaire,17,verbe 3eme groupe,verbe,CM1,4
désigner,17,verbe 1er groupe,verbe,CM1,4
détester,17,verbe 1er groupe,verbe,CM1,4
détruire,17,verbe 3eme groupe,verbe,CM1,4
dette,17,nom feminin,nom,CM1,4
manger,17,verbe 1er groupe,verbe,CM1,4
direction,17,nom feminin,nom,CM1,4
distribution,17,nom feminin,nom,CM1,4
diviser,17,verbe 1er groupe,verbe,CM1,4
domicile,17,nom masculin,nom,CM1,4
elle,17,pronom,pronom,CM1,4
drap,17,nom masculin,nom,CM1,4
droit,17,adjectif qualificatif,adjectif,CM1,4
duvet,17,nom masculin,nom,CM1,4
écouter,17,verbe 1er groupe,verbe,CM1,4
courir,17,verbe 3eme groupe,verbe,CM1,4
énergie,17,nom feminin,nom,CM1,4
enfance,17,nom feminin,nom,CM1,4
entendre,17,verbe 3eme groupe,verbe,CM1,4
équipage,17,nom masculin,nom,CM1,4
escalader,17,verbe 1er groupe,verbe,CM1,4
estime,17,nom feminin,nom,CM1,4
étoffe,17,nom feminin,nom,CM1,4
étudier,17,verbe 1er groupe,verbe,CM1,4
fabriquer,17,verbe 1er groupe,verbe,CM1,4
fatiguer,17,verbe 1er groupe,verbe,CM1,4
tendre,17,verbe 3eme groupe,verbe,CM1,4
fourneau,17,nom masculin,nom,CM1,4
fourniture,17,nom feminin,nom,CM1,4
fureur,17,nom feminin,nom,CM1,4
fusil,17,nom masculin,nom,CM1,4
géographie,17,nom feminin,nom,CM1,4
gosse,17,nom masculin,nom,CM1,4
grain,17,nom masculin,nom,CM1,4
gravement,17,adverbe,autres,CM1,4
gravure,17,nom feminin,nom,CM1,4
griffe,17,nom feminin,nom,CM1,4
grossir,17,verbe 2eme groupe,verbe,CM1,4
guerre,17,nom feminin,nom,CM1,4
habitation,17,nom feminin,nom,CM1,4
haie,17,nom feminin,nom,CM1,4
hauteur,17,nom feminin,nom,CM1,4
heureusement,17,adverbe,autres,CM1,4
horloge,17,nom feminin,nom,CM1,4
huile,17,nom feminin,nom,CM1,4
illustre,17,adjectif qualificatif,adjectif,CM1,4
ingratitude,17,nom feminin,nom,CM1,4
insigne,17,nom masculin,nom,CM1,4
instruction,17,nom feminin,nom,CM1,4
introduction,17,nom feminin,nom,CM1,4
inutile,17,adjectif qualificatif,adjectif,CM1,4
ivre,17,adjectif qualificatif,adjectif,CM1,4
joyeux,17,adjectif qualificatif,adjectif,CM1,4
jurer,17,verbe 1er groupe,verbe,CM1,4
laitier,17,nom masculin,nom,CM1,4
largement,17,adverbe,autres,CM1,4
lendemain,17,nom masculin,nom,CM1,4
relier,17,verbe 1er groupe,verbe,CM1,4
lisse,17,adjectif qualificatif,adjectif,CM1,4
lorsque,17,conjonction,autres,CM1,4
